sentence,sentence_with_entity,class,subject_entity,object_entity,영진,준홍
"또한 인스타그램은 2020년 '추천된 게시물'이라는 제목의 기능을 출시했는데, 인스타그램은 사용자가 해당 사용자의 피드를 원할 것으로 생각하는 계정의 게시물을 추가했다.","또한 <sbj:인스타그램>은 2020년 '<obj:추천된 게시물>'이라는 제목의 기능을 출시했는데, 인스타그램은 사용자가 해당 사용자의 피드를 원할 것으로 생각하는 계정의 게시물을 추가했다.",org:production,"{'start': 3, 'text': '인스타그램', 'type': 'org'}","{'start': 17, 'text': '추천된 게시물', 'type': 'poh'}",-,org:production
기존의 파워피씨 기반의 프로세서에서 마이크로소프트에서 사용하는 인텔 프로세서를 채택함으로써 매킨토시 컴퓨터는 또한번 획기적인 변화를 겪게 된다.,기존의 파워피씨 기반의 프로세서에서 <sbj:마이크로소프트>에서 사용하는 인텔 프로세서를 채택함으로써 <obj:매킨토시> 컴퓨터는 또한번 획기적인 변화를 겪게 된다.,no_relation:no_relation,"{'start': 20, 'text': '마이크로소프트', 'type': 'no_relation'}","{'start': 51, 'text': '매킨토시', 'type': 'no_relation'}",-,no_relation:no_relation
2019년 2월 인스타그램은 숏폼 동영상 편집 기능 릴스(Reels)를 도입했다.,2019년 2월 인스타그램은 숏폼 <sbj:동영상 편집> 기능 <obj:릴스(Reels)>를 도입했다.,org:alteranate_names,"{'start': 19, 'text': '동영상 편집', 'type': 'org'}","{'start': 29, 'text': '릴스(Reels)', 'type': 'org'}",-,no_relation:no_relation
"그러나 이용자들은 트위터와 레딧에 불만을 전하며 변화에 잘 대응하지 못했고, 뉴욕타임스는 특히 &quot;릴스가 틱톡 복제품으로서 모든 면에서 실패할 뿐만 아니라, 혼란스럽고, 답답하고, 탐색이 불가능하다&quot;며 릴스를 외면했다.","그러나 이용자들은 트위터와 레딧에 불만을 전하며 변화에 잘 대응하지 못했고, <sbj:뉴욕타임스>는 특히 ""<obj:릴스>가 틱톡 복제품으로서 모든 면에서 실패할 뿐만 아니라, 혼란스럽고, 답답하고, 탐색이 불가능하다""며 릴스를 외면했다.",no_relation:no_relation,"{'start': 43, 'text': '뉴욕타임스', 'type': 'no_relation'}","{'start': 54, 'text': '릴스', 'type': 'no_relation'}",-,no_relation:no_relation
"인스타그램은 사용자가 마음에 드는 사용자의 사진을 더 많이 볼 수 있도록 알고리즘을 설계했다고 밝혔지만, 많은 사용자들이 팔로워들에게 업데이트를 볼 수 있도록 게시 알림을 켜달라고 요청하는 등 부정적인 피드백이 상당했다.","<sbj:인스타그램>은 사용자가 마음에 드는 사용자의 사진을 더 많이 볼 수 있도록 <obj:알고리즘>을 설계했다고 밝혔지만, 많은 사용자들이 팔로워들에게 업데이트를 볼 수 있도록 게시 알림을 켜달라고 요청하는 등 부정적인 피드백이 상당했다.",org:production,"{'start': 0, 'text': '인스타그램', 'type': 'org'}","{'start': 41, 'text': '알고리즘', 'type': 'poh'}",-,no_relation:no_relation
월스트리트저널(WSJ)에 따르면 페이스북의 2013년 회계연도 매출이 전년 대비 40% 증가했을 것으로 예상되고 있다.,<sbj:월스트리트저널(WSJ)>에 따르면 <obj:페이스북>의 2013년 회계연도 매출이 전년 대비 40% 증가했을 것으로 예상되고 있다.,no_relation:no_relation,"{'start': 0, 'text': '월스트리트저널(WSJ)', 'type': 'no_relation'}","{'start': 18, 'text': '페이스북', 'type': 'no_relation'}",-,no_relation:no_relation
"슈뢰더는 &quot;인스타그램의 이용약관은 포르노나 성적으로 선정적인 사진을 올릴 수 없다&quot;며, &quot;사회가 보고 받아들이는데 '익숙한' 여성들의 '여성스러움'의 측면을 보여주는, 콜린스의 사진보다 더 성적으로 선정적인 사진을 현장에서 찾을 수 있다.&quot;고 덧붙였다.","<obj:슈뢰더>는 ""인스타그램의 이용약관은 포르노나 성적으로 선정적인 사진을 올릴 수 없다""며, ""사회가 보고 받아들이는데 '익숙한' 여성들의 '여성스러움'의 측면을 보여주는, <sbj:콜린스>의 사진보다 더 성적으로 선정적인 사진을 현장에서 찾을 수 있다.""고 덧붙였다.",no_relation:no_relation,"{'start': 94, 'text': '콜린스', 'type': 'no_relation'}","{'start': 0, 'text': '슈뢰더', 'type': 'no_relation'}",-,no_relation:no_relation
"마이크로소프트는 2015년 5월 안드로이드와 윈도우 전용 하이퍼랩스 앱을 출시했지만, 현재까지 인스타그램에서 두 플랫폼에 대한 공식 하이퍼랩스 앱은 없었다.","<sbj:마이크로소프트>는 2015년 5월 <obj:안드로이드>와 윈도우 전용 하이퍼랩스 앱을 출시했지만, 현재까지 인스타그램에서 두 플랫폼에 대한 공식 하이퍼랩스 앱은 없었다.",org:production,"{'start': 0, 'text': '마이크로소프트', 'type': 'org'}","{'start': 18, 'text': '안드로이드', 'type': 'poh'}",-,org:production
1993년 Bob Young 이 리눅스와 유닉스 소프트웨어 악세사리를 판매하는 ACC Corporation을 설립하였다.,1993년 <obj:Bob Young> 이 리눅스와 유닉스 소프트웨어 악세사리를 판매하는 <sbj:ACC Corporation>을 설립하였다.,org:founded_by,"{'start': 45, 'text': 'ACC Corporation', 'type': 'org'}","{'start': 7, 'text': 'Bob Young', 'type': 'per'}",-,org:founded_by
"닷컴 버블 붕괴시기인 2002년에 인터액티브코프의 일원이 되었고, 익스피디아는 2000년대 초반에 실적을 크게 늘려 2005년 8월에 인터액티브코프의 자본에서 독립한 이후 미국의 대표적인 OTA로 성장했다.","닷컴 버블 붕괴시기인 2002년에 <sbj:인터액티브코프>의 일원이 되었고, <obj:익스피디아>는 2000년대 초반에 실적을 크게 늘려 2005년 8월에 인터액티브코프의 자본에서 독립한 이후 미국의 대표적인 OTA로 성장했다.",org:members,"{'start': 19, 'text': '인터액티브코프', 'type': 'org'}","{'start': 37, 'text': '익스피디아', 'type': 'org'}",-,no_relation:no_relation
"최근 인스타그램이 검증된 계정 배지를 신청할 수 있는 옵션을 내놓았지만, 그렇다고 신청하는 모든 사용자가 체크 뱃지를 사용할 수 있는 것은 아니다.","최근 <sbj:인스타그램>이 검증된 <obj:계정 배지>를 신청할 수 있는 옵션을 내놓았지만, 그렇다고 신청하는 모든 사용자가 체크 뱃지를 사용할 수 있는 것은 아니다.",org:production,"{'start': 3, 'text': '인스타그램', 'type': 'org'}","{'start': 14, 'text': '계정 배지', 'type': 'poh'}",-,org:production
"2014년 3월, 인스타그램은 '페이스북 플레이스(Facebook Place)'를 사용하는 기술을 테스트하고 수정하기 시작했다.","2014년 3월, <sbj:인스타그램>은 '<obj:페이스북 플레이스>(Facebook Place)'를 사용하는 기술을 테스트하고 수정하기 시작했다.",org:production,"{'start': 10, 'text': '인스타그램', 'type': 'org'}","{'start': 18, 'text': '페이스북 플레이스', 'type': 'poh'}",-,org:production
"지난 11월 인스타그램은 시각장애인을 위한 사진 설명을 추가하기 위해 Alt 텍스트(Alt text, alt attribute)를 지원하기 시작했다.","지난 11월 <sbj:인스타그램>은 시각장애인을 위한 사진 설명을 추가하기 위해 <obj:Alt 텍스트>(Alt text, alt attribute)를 지원하기 시작했다.",org:production,"{'start': 7, 'text': '인스타그램', 'type': 'org'}","{'start': 39, 'text': 'Alt 텍스트', 'type': 'poh'}",-,org:production
애플은 아이맥의 자매품으로서 일반 소비자용 노트북 컴퓨터인 아이북을 선보였다.,<sbj:애플>은 아이맥의 자매품으로서 일반 소비자용 노트북 컴퓨터인 <obj:아이북>을 선보였다.,org:production,"{'start': 0, 'text': '애플', 'type': 'org'}","{'start': 33, 'text': '아이북', 'type': 'poh'}",-,org:production
"2017년 12월, 인스타그램은 사용자들이 피드에 주제와 관련된 하이라이트를 표시하는 해시태그를 팔로우할 수 있도록 하기 시작했다.","2017년 12월, <sbj:인스타그램>은 사용자들이 피드에 주제와 관련된 하이라이트를 표시하는 <obj:해시태그를 팔로우>할 수 있도록 하기 시작했다.",org:production,"{'start': 11, 'text': '인스타그램', 'type': 'org'}","{'start': 48, 'text': '해시태그를 팔로우', 'type': 'poh'}",-,org:production
2015년 4월 24일: 애플의 새로운 제품인 애플 워치의 발매가 시작되었다.,2015년 4월 24일: <sbj:애플>의 새로운 제품인 <obj:애플 워치>의 발매가 시작되었다.,org:production,"{'start': 14, 'text': '애플', 'type': 'org'}","{'start': 26, 'text': '애플 워치', 'type': 'poh'}",-,org:production
"다만 인스타그램의 모회사인 페이스북이 이런 내용을 접한 이용자들에게 해당 자료를 보고하라고 하는 등 2013년 폭로를 계기로 불법 마약 거래 사건이 새롭게 발생했고, 이때 '전용팀'이 해당 정보를 검토한다.2019년, 페이스북은 인플루언서가 더 이상 페이스북과 인스타그램에 어떤 담배 제품, 무기 홍보도 올릴 수 없다고 발표했다.","다만 <obj:인스타그램>의 모회사인 <sbj:페이스북>이 이런 내용을 접한 이용자들에게 해당 자료를 보고하라고 하는 등 2013년 폭로를 계기로 불법 마약 거래 사건이 새롭게 발생했고, 이때 '전용팀'이 해당 정보를 검토한다.2019년, 페이스북은 인플루언서가 더 이상 페이스북과 인스타그램에 어떤 담배 제품, 무기 홍보도 올릴 수 없다고 발표했다.",org:members,"{'start': 15, 'text': '페이스북', 'type': 'org'}","{'start': 3, 'text': '인스타그램', 'type': 'org'}",-,org:members
"2001년, 애플은 아이팟을 소개하여 지금까지 생산하여 판매하고 있다.","2001년, <sbj:애플>은 <obj:아이팟>을 소개하여 지금까지 생산하여 판매하고 있다.",org:production,"{'start': 7, 'text': '애플', 'type': 'org'}","{'start': 11, 'text': '아이팟', 'type': 'poh'}",-,org:production
"2010년 4월 3일 2010년 4월 3일, 애플은 태블릿 PC인 아이패드를 선보인다.","2010년 4월 3일 2010년 4월 3일, <sbj:애플>은 태블릿 PC인 <obj:아이패드>를 선보인다.",org:production,"{'start': 25, 'text': '애플', 'type': 'org'}","{'start': 37, 'text': '아이패드', 'type': 'poh'}",-,org:production
애플은 또한 macOS 안에서 구동되는 소프트웨어를 자체적으로 개발하여 판매하고 있다.,<sbj:애플>은 또한 macOS 안에서 구동되는 <obj:소프트웨어>를 자체적으로 개발하여 판매하고 있다.,org:production,"{'start': 0, 'text': '애플', 'type': 'org'}","{'start': 22, 'text': '소프트웨어', 'type': 'poh'}",-,no_relation:no_relation
인스타그램은 2018년 4월 선택 시 피사체의 초점을 맞추면서 사진이나 영상의 배경을 부드럽게 흐리게 하는 초상화 모드인 '포커스 모드' 버전을 출시했다.,<sbj:인스타그램>은 2018년 4월 선택 시 피사체의 초점을 맞추면서 사진이나 영상의 배경을 부드럽게 흐리게 하는 초상화 모드인 '<obj:포커스 모드>' 버전을 출시했다.,org:production,"{'start': 0, 'text': '인스타그램', 'type': 'org'}","{'start': 69, 'text': '포커스 모드', 'type': 'poh'}",-,org:production
"2016년 4월, 인스타그램은 플랫폼용 앱을 출시하라는 마이크로소프트와 대중들의 요구 끝에 윈도우 10 모바일 앱을 출시했다.","2016년 4월, <sbj:인스타그램>은 플랫폼용 앱을 출시하라는 마이크로소프트와 대중들의 요구 끝에 <obj:윈도우 10 모바일 앱>을 출시했다.",org:production,"{'start': 10, 'text': '인스타그램', 'type': 'org'}","{'start': 51, 'text': '윈도우 10 모바일 앱', 'type': 'poh'}",-,org:production
두 개발자는 이 어플을 '인스턴트 카메라(Instant Camera)'와 '텔레그램(Telegram)'이라는 단어를 합성하여 '인스타그램(Instagram)'이라고 명명했다.,두 개발자는 이 <sbj:어플>을 '인스턴트 카메라(Instant Camera)'와 '텔레그램(Telegram)'이라는 단어를 합성하여 '<obj:인스타그램(Instagram)>'이라고 명명했다.,org:alteranate_names,"{'start': 9, 'text': '어플', 'type': 'org'}","{'start': 71, 'text': '인스타그램(Instagram)', 'type': 'org'}",-,no_relation:no_relation
"2019년 11월, 인스타그램이 브라질에서 '릴스'로 알려진 새로운 비디오 기능을 시범 운영하기 시작했으며, 이후 프랑스와 독일로 확대된 것으로 알려졌다.","2019년 11월, <sbj:인스타그램>이 브라질에서 '<obj:릴스>'로 알려진 새로운 비디오 기능을 시범 운영하기 시작했으며, 이후 프랑스와 독일로 확대된 것으로 알려졌다.",org:production,"{'start': 11, 'text': '인스타그램', 'type': 'org'}","{'start': 25, 'text': '릴스', 'type': 'poh'}",-,org:production
"새 앱은 동영상(게시물이나 스토리 보기 및 만들기, 라이브 스트림 보기), 앨범 게시물 및 다이렉트 메시지에 대한 지원을 추가했다.","새 <sbj:앱>은 <obj:동영상>(게시물이나 스토리 보기 및 만들기, 라이브 스트림 보기), 앨범 게시물 및 다이렉트 메시지에 대한 지원을 추가했다.",org:production,"{'start': 2, 'text': '앱', 'type': 'org'}","{'start': 5, 'text': '동영상', 'type': 'poh'}",-,no_relation:no_relation
JD 파워에 따르면 컴퓨터 브랜드중 애플이 가장 높은 브랜드 충성도와 재구입 의사를 보이는 것으로 나타났다.,JD 파워에 따르면 <sbj:컴퓨터 브랜드>중 <obj:애플>이 가장 높은 브랜드 충성도와 재구입 의사를 보이는 것으로 나타났다.,org:members,"{'start': 11, 'text': '컴퓨터 브랜드', 'type': 'org'}","{'start': 20, 'text': '애플', 'type': 'org'}",-,no_relation:no_relation
"2019년 12월 16일, 페이스북은 제3자 팩트체커 기업을 통해 허위 정보를 식별, 검토, 허위 정보로 분류하여 인스타그램으로 팩트체크 프로그램을 확대하겠다고 발표했다. &quot;거짓&quot; 또는 &quot;일부 거짓&quot;으로 평가된 콘텐츠는 검색 페이지 및 해시태그 페이지에서 제거되고, 추가로 &quot;거짓&quot; 또는 &quot;일부 거짓&quot;으로 평가된 콘텐츠는 꼬리표를 달게 된다.","2019년 12월 16일, <sbj:페이스북>은 <obj:제3자 팩트체커 기업>을 통해 허위 정보를 식별, 검토, 허위 정보로 분류하여 인스타그램으로 팩트체크 프로그램을 확대하겠다고 발표했다. ""거짓"" 또는 ""일부 거짓""으로 평가된 콘텐츠는 검색 페이지 및 해시태그 페이지에서 제거되고, 추가로 ""거짓"" 또는 ""일부 거짓""으로 평가된 콘텐츠는 꼬리표를 달게 된다.",org:contract,"{'start': 15, 'text': '페이스북', 'type': 'org'}","{'start': 21, 'text': '제3자 팩트체커 기업', 'type': 'org'}",-,no_relation:no_relation
몇몇 사람들은 코원이 애플을 따라해서 iAudio라는 브랜드가 생긴걸로 잘못 알고 있다.,몇몇 사람들은 <sbj:코원>이 <obj:애플>을 따라해서 iAudio라는 브랜드가 생긴걸로 잘못 알고 있다.,no_relation:no_relation,"{'start': 8, 'text': '코원', 'type': 'no_relation'}","{'start': 12, 'text': '애플', 'type': 'no_relation'}",,
인스타그램은 최근 홈 페이지에 릴스 버튼을 도입했다.,<sbj:인스타그램>은 최근 홈 페이지에 <obj:릴스 버튼>을 도입했다.,org:production,"{'start': 0, 'text': '인스타그램', 'type': 'org'}","{'start': 17, 'text': '릴스 버튼', 'type': 'poh'}",,
인스타그램의 인기가 많아질수록 인스타그램에서 서비스를 제공하고 싶어하는 다양한 타사 서비스가 나타나고 있다.,<sbj:인스타그램>의 인기가 많아질수록 인스타그램에서 서비스를 제공하고 싶어하는 다양한 <obj:타사> 서비스가 나타나고 있다.,no_relation:no_relation,"{'start': 0, 'text': '인스타그램', 'type': 'no_relation'}","{'start': 44, 'text': '타사', 'type': 'no_relation'}",,
한편 2006년 2월 미국 환경 보호국에 의해 실시된 연구는 애플의 유해물질 사용 수준은 친환경적이라고 알려진 경쟁 회사들과 크게 다르지 않다고 결론을 내렸다.,한편 2006년 2월 <sbj:미국 환경 보호국>에 의해 실시된 연구는 <obj:애플>의 유해물질 사용 수준은 친환경적이라고 알려진 경쟁 회사들과 크게 다르지 않다고 결론을 내렸다.,no_relation:no_relation,"{'start': 12, 'text': '미국 환경 보호국', 'type': 'no_relation'}","{'start': 34, 'text': '애플', 'type': 'no_relation'}",,
"뛰어난 성능, 워크스테이션으로서 높은 수준의 그래픽 구현, 490만 개가 넘는 시스템 구성을 제공한다.&quot; 애플은 또한 서버 제품군에 인텔 우드크레스트 듀얼 코어를 장착한 엑스서브를 발표하고 엑스서브의 저장 시스템으로서 엑스서브 레이드를 선보였다.","뛰어난 성능, 워크스테이션으로서 높은 수준의 그래픽 구현, 490만 개가 넘는 시스템 구성을 제공한다."" <sbj:애플>은 또한 서버 제품군에 인텔 우드크레스트 듀얼 코어를 장착한 엑스서브를 발표하고 엑스서브의 저장 시스템으로서 <obj:엑스서브 레이드>를 선보였다.",org:production,"{'start': 59, 'text': '애플', 'type': 'org'}","{'start': 122, 'text': '엑스서브 레이드', 'type': 'poh'}",,
"애플은 순이익률이 스마트폰 제조 업체들 중에 가장 높고, 시장 규모가 큰 삼성보다도 이익률이 3배나 되는 것으로 드러났다.","<obj:애플>은 순이익률이 <sbj:스마트폰 제조 업체>들 중에 가장 높고, 시장 규모가 큰 삼성보다도 이익률이 3배나 되는 것으로 드러났다.",org:members,"{'start': 10, 'text': '스마트폰 제조 업체', 'type': 'org'}","{'start': 0, 'text': '애플', 'type': 'org'}",,
아이폰은 AT&amp;T(원래 싱귤러 와이어리스였으나 출시 이전 AT&amp;T에 인수됨)와 제휴하여 2007년 6월 29일에 처음으로 시장에 선보였다.,<sbj:아이폰>은 <obj:AT&T>(원래 싱귤러 와이어리스였으나 출시 이전 AT&T에 인수됨)와 제휴하여 2007년 6월 29일에 처음으로 시장에 선보였다.,no_relation:no_relation,"{'start': 0, 'text': '아이폰', 'type': 'no_relation'}","{'start': 5, 'text': 'AT&T', 'type': 'no_relation'}",,
"인스타그램은 사용자가 자신의 이미지에 적용할 수 있는 수많은 사진 필터를 제공한다. 2012년 2월 인스타그램은 그림자를 밝게 하고, 하이라이트를 어둡게 하며, 대비를 증가시키는 효과인 Lux 필터를 추가했다.","<sbj:인스타그램>은 사용자가 자신의 이미지에 적용할 수 있는 수많은 <obj:사진 필터>를 제공한다. 2012년 2월 인스타그램은 그림자를 밝게 하고, 하이라이트를 어둡게 하며, 대비를 증가시키는 효과인 Lux 필터를 추가했다.",org:production,"{'start': 0, 'text': '인스타그램', 'type': 'org'}","{'start': 34, 'text': '사진 필터', 'type': 'poh'}",,
"애플의 이전 명칭은 애플 컴퓨터 주식회사(영어: Apple Computer, Inc.)였는데, 스티브 잡스가 아이팟, 아이폰을 발표하면서 간단하게 애플이라고 기업 이름을 바꾸었다.","<sbj:애플>의 이전 명칭은 <obj:애플 컴퓨터 주식회사>(영어: Apple Computer, Inc.)였는데, 스티브 잡스가 아이팟, 아이폰을 발표하면서 간단하게 애플이라고 기업 이름을 바꾸었다.",org:alteranate_names,"{'start': 0, 'text': '애플', 'type': 'org'}","{'start': 11, 'text': '애플 컴퓨터 주식회사', 'type': 'org'}",,
"2012년 9월 6일, 인스타그램과 페이스북 사이의 거래는 공식적으로 현금 3억 달러와 주식 2,300만 주라는 매수 가격으로 종결되었다.","2012년 9월 6일, <sbj:인스타그램>과 <obj:페이스북> 사이의 거래는 공식적으로 현금 3억 달러와 주식 2,300만 주라는 매수 가격으로 종결되었다.",org:contract,"{'start': 13, 'text': '인스타그램', 'type': 'org'}","{'start': 20, 'text': '페이스북', 'type': 'org'}",,
"2011년 1월, 인스타그램은 사용자들이 자신의 사진을 설명하는 칸에 해시태그를 추가할 수 있게 만들었다. 해시태그는 사진과 사용자들 서로를 발견하는 것을 돕는다.","2011년 1월, <sbj:인스타그램>은 사용자들이 자신의 사진을 설명하는 칸에 <obj:해시태그>를 추가할 수 있게 만들었다. 해시태그는 사진과 사용자들 서로를 발견하는 것을 돕는다.",org:production,"{'start': 10, 'text': '인스타그램', 'type': 'org'}","{'start': 39, 'text': '해시태그', 'type': 'poh'}",,
"2016년 애플이 macOS 시에라를 공개하면서 이름이 변경되었으나, 내부 버전은 이전과 마찬가지이다.","2016년 <sbj:애플>이 <obj:macOS 시에라>를 공개하면서 이름이 변경되었으나, 내부 버전은 이전과 마찬가지이다.",org:production,"{'start': 6, 'text': '애플', 'type': 'org'}","{'start': 10, 'text': 'macOS 시에라', 'type': 'poh'}",,
"영국 공정거래청은 2012년 8월 14일 이 거래를 승인했고, 2012년 8월 22일 미국 연방거래위원회(Federal Trade Commission)는 이 거래를 진행할 수 있도록 수사를 종결했다.","<sbj:영국 공정거래청>은 2012년 8월 14일 이 거래를 승인했고, 2012년 8월 22일 <obj:미국 연방거래위원회>(Federal Trade Commission)는 이 거래를 진행할 수 있도록 수사를 종결했다.",no_relation:no_relation,"{'start': 0, 'text': '영국 공정거래청', 'type': 'no_relation'}","{'start': 48, 'text': '미국 연방거래위원회', 'type': 'no_relation'}",,
이후 2015년 애플은 웨어러블 디바이스인 애플 워치를 발매 하였다.,이후 2015년 <sbj:애플>은 웨어러블 디바이스인 <obj:애플 워치>를 발매 하였다.,org:production,"{'start': 9, 'text': '애플', 'type': 'org'}","{'start': 24, 'text': '애플 워치', 'type': 'poh'}",,
"소송의 주된 원인은 애플이 아이튠즈 뮤직 스토어(현재는 아이튠즈 스토어로 명칭을 변경)를 통해 음악판매 사업에 나서게 됨으로써, 결과적으로 향후 음악 관련 사업을 하지 않을 것을 약속한 1978년의 애플 레코드와 맺었던 협약을 위반한 것이 되었기 때문이다.","소송의 주된 원인은 <sbj:애플>이 아이튠즈 뮤직 스토어(현재는 아이튠즈 스토어로 명칭을 변경)를 통해 음악판매 사업에 나서게 됨으로써, 결과적으로 향후 음악 관련 사업을 하지 않을 것을 약속한 1978년의 <obj:애플 레코드>와 맺었던 협약을 위반한 것이 되었기 때문이다.",org:contract,"{'start': 11, 'text': '애플', 'type': 'org'}","{'start': 111, 'text': '애플 레코드', 'type': 'org'}",,
홍콩과 마카오는 중국의 특별 행정구역에 속하기 때문에 영향을 받지 않았다.,<obj:홍콩>과 마카오는 <sbj:중국>의 특별 행정구역에 속하기 때문에 영향을 받지 않았다.,org:members,"{'start': 9, 'text': '중국', 'type': 'org'}","{'start': 0, 'text': '홍콩', 'type': 'org'}",,
업데이트 후(사용자 기반 세그먼트로 롤아웃됨) 인스타그램 다이렉트 메시지 아이콘이 페이스북 메신저 아이콘으로 변환되었다.,업데이트 후(사용자 기반 세그먼트로 롤아웃됨) <sbj:인스타그램> 다이렉트 메시지 아이콘이 <obj:페이스북> 메신저 아이콘으로 변환되었다.,no_relation:no_relation,"{'start': 26, 'text': '인스타그램', 'type': 'no_relation'}","{'start': 46, 'text': '페이스북', 'type': 'no_relation'}",,
"2007년 1월 9일: 아이폰과 애플 TV가 공개되고, 기업의 명칭을 애플 컴퓨터(Apple Computer, Inc.)에서 애플(Apple Inc.)로 변경되었다.","2007년 1월 9일: 아이폰과 <obj:애플> TV가 공개되고, 기업의 명칭을 <sbj:애플 컴퓨터>(Apple Computer, Inc.)에서 애플(Apple Inc.)로 변경되었다.",org:alteranate_names,"{'start': 39, 'text': '애플 컴퓨터', 'type': 'org'}","{'start': 18, 'text': '애플', 'type': 'org'}",,
이 플랫폼 이전에 2013년 11월 21일에 윈도우 폰 8용으로 처음 출시된 인스타그램의 베타 버전이 있었다.,이 플랫폼 이전에 2013년 11월 21일에 <obj:윈도우> 폰 8용으로 처음 출시된 <sbj:인스타그램>의 베타 버전이 있었다.,no_relation:no_relation,"{'start': 43, 'text': '인스타그램', 'type': 'no_relation'}","{'start': 25, 'text': '윈도우', 'type': 'no_relation'}",,
"스티브 워즈니악과 스티브 잡스, 론 웨인이 잡스의 부모님의 차고에서 컴퓨터 조립 키트인 '애플 I'을 만들며 애플이 시작되었다.","<obj:스티브 워즈니악>과 스티브 잡스, 론 웨인이 잡스의 부모님의 차고에서 컴퓨터 조립 키트인 '<sbj:애플> I'을 만들며 애플이 시작되었다.",org:founded_by,"{'start': 50, 'text': '애플', 'type': 'org'}","{'start': 0, 'text': '스티브 워즈니악', 'type': 'per'}",,
"익스피디아는 1996년에 마이크로소프트의 여행 예약 시스템 부문의 사업부로 리치 바튼에 의해 설립되었으며, 1999년에 회사에서 독립적으로 떨어져 나왔다.","<sbj:익스피디아>는 1996년에 마이크로소프트의 여행 예약 시스템 부문의 사업부로 <obj:리치 바튼>에 의해 설립되었으며, 1999년에 회사에서 독립적으로 떨어져 나왔다.",org:founded_by,"{'start': 0, 'text': '익스피디아', 'type': 'org'}","{'start': 42, 'text': '리치 바튼', 'type': 'per'}",,
"기존 Facebook 기술을 사용하여 객체 인식 기능을 통해 자동으로 생성하거나 업로더가 수동으로 지정한다.2021년 3월 1일, 인스타그램은 한 공간에서 여러 사람이 동시에 라이브할 수 있는 인스타그램 라이브 &quot;룸&quot;이라는 이름의 새로운 기능을 출시했다.","기존 Facebook 기술을 사용하여 객체 인식 기능을 통해 자동으로 생성하거나 업로더가 수동으로 지정한다.2021년 3월 1일, <sbj:인스타그램>은 한 공간에서 여러 사람이 동시에 라이브할 수 있는 인스타그램 라이브 ""<obj:룸>""이라는 이름의 새로운 기능을 출시했다.",org:production,"{'start': 73, 'text': '인스타그램', 'type': 'org'}","{'start': 119, 'text': '룸', 'type': 'poh'}",,
그린피스는 애플의 광고를 패러디하여 애플이 사용하는 중금속의 종류를 알리고 있다.,<sbj:그린피스>는 <obj:애플>의 광고를 패러디하여 애플이 사용하는 중금속의 종류를 알리고 있다.,no_relation:no_relation,"{'start': 0, 'text': '그린피스', 'type': 'no_relation'}","{'start': 6, 'text': '애플', 'type': 'no_relation'}",,
"인스타그램은 2021년 5월, 이용자들이 자신의 릴스와 스토리에 노래의 가사를 보여주는 기능인 &quot;캡션&quot;을 넣을 수 있도록 한다고 발표했다.","<sbj:인스타그램>은 2021년 5월, 이용자들이 자신의 릴스와 스토리에 노래의 가사를 보여주는 기능인 ""<obj:캡션>""을 넣을 수 있도록 한다고 발표했다.",org:production,"{'start': 0, 'text': '인스타그램', 'type': 'org'}","{'start': 54, 'text': '캡션', 'type': 'poh'}",,
"2012년 4월 9일, 페이스북 주식회사는 10억 달러의 현금과 주식으로 인스타그램을 인수했으며, 회사를 독립적으로 운영한다는 계획을 세웠다.","2012년 4월 9일, <sbj:페이스북 주식회사>는 10억 달러의 현금과 주식으로 <obj:인스타그램>을 인수했으며, 회사를 독립적으로 운영한다는 계획을 세웠다.",org:shareholders,"{'start': 13, 'text': '페이스북 주식회사', 'type': 'org'}","{'start': 41, 'text': '인스타그램', 'type': 'org'}",,
그린피스는 애플이 PCB 물질을 아이팟 나노와 맥북과 같은 제품 제조에 사용하고 있고 이 물질의 제거를 위한 기한을 설정하지 않았다고 주장한다.,<obj:그린피스>는 <sbj:애플>이 PCB 물질을 아이팟 나노와 맥북과 같은 제품 제조에 사용하고 있고 이 물질의 제거를 위한 기한을 설정하지 않았다고 주장한다.,no_relation:no_relation,"{'start': 6, 'text': '애플', 'type': 'no_relation'}","{'start': 0, 'text': '그린피스', 'type': 'no_relation'}",,
"2016년 12월 6일, 인스타그램은 &quot;댓글 좋아요&quot;(댓글에 좋아요를 할 수 있는 기능)를 소개했다.","2016년 12월 6일, <sbj:인스타그램>은 ""<obj:댓글 좋아요>""(댓글에 좋아요를 할 수 있는 기능)를 소개했다.",org:production,"{'start': 14, 'text': '인스타그램', 'type': 'org'}","{'start': 22, 'text': '댓글 좋아요', 'type': 'poh'}",,
